,category,frequency,avg_rating,avg_price,avg_num_reviews
5046,Mouse Pads,1,4.6,7.49,18.0
5047,Floorstanding Speakers,1,4.7,652.0,18.0
5048,Corkscrews & Openers,1,4.6,10.71,603.0
5049,Turbo Pressure,1,4.5,39.69,2.0
5050,Hand Trucks,1,4.6,56.99,120.0
5051,Hoof Care,1,4.7,20.63,101.0
5052,Basal,1,4.4,49.99,9.0
5053,Boat Plumbing,1,3.9,31.95,65.0
5054,Puppet Theaters,1,4.8,19.99,53.0
5055,Cookie Stamps,1,5.0,11.99,2.0
5056,Indoor Fountain Pumps,1,4.0,33.95,12.0
5057,Grinding Discs,1,4.1,20.83,4.0
5058,Flax Seed Oil,1,4.6,104.49,52.0
5059,Media Bottles,1,4.6,37.39,106.0
5060,Chin Straps,1,3.6,54.97,62.0
5061,Floral Tapes & Wraps,1,4.5,7.99,159.0
5062,Kick Scooters,1,4.3,49.99,573.0
5063,Heat Mats,1,3.9,27.99,11.0
5064,Beach Towels,1,4.6,64.99,89.0
5065,Measuring Devices,1,5.0,9.99,2.0
5066,Beading Kits,1,4.4,18.99,112.0
5067,Index Card Storage,1,4.2,98.81,8.0
5068,Decoration Kits,1,5.0,11.99,6.0
5069,Privacy Screens & Protection,1,4.7,23.0,17.0
5070,Cabinet Hardware & Hinges,1,4.1,35.45,8.0
5071,Wedges & Body Positioners,1,4.4,58.99,78.0
5072,Camera & Camcorder Lens Bundles,1,4.7,74.99,13.0
5073,Snow Tubes,1,3.9,28.99,156.0
5074,Activity Trees,1,4.0,60.49,6039.0
5075,Fall Arrest Kits,1,4.5,59.99,4.0
5076,Puppets & Puppet Theaters,1,4.6,16.91,276.0
5077,Carriage Bolts,1,4.9,35.02,23.0
5078,Oxygen,1,4.5,32.78,137.0
5079,Arch Punches,1,4.3,53.8,15.0
5080,Felt Wheels,1,5.0,8.99,1.0
5081,Compression Fittings,1,4.4,7.99,38.0
5082,Knobs & Hand Wheels,1,4.0,5.43,101.0
5083,Hammers,1,4.8,56.815,8.0
5084,Corn & Callus Remover Cushions,1,4.4,7.31,730.0
5085,Oils & Accessories,1,4.3,72.55,2514.0
5086,Reed Diffusers,1,4.3,72.55,2514.0
5087,Eye Nuts,1,4.7,7.36,22.0
5088,Blazers,1,5.0,30.135,1.0
5089,Towing Mirrors,1,4.2,141.155,94.0
5090,Body Sprays,1,4.3,31.575,1992.0
5091,Riding Lawn Mowers & Tractors,1,5.0,23.99,1.0
5092,Havarti,1,3.4,9.99,5.0
5093,DVD Games,1,3.5,32.99,18.0
5094,Camouflage Accessories,1,4.6,54.915,677.0
5095,Eyewear Frames,1,4.2,13.47,158.0
5096,Zipline Kits,1,3.7,140.88,42.0
5097,Suspension Systems & Parts,1,4.3,13.8,75.0
5098,Toy Football,1,4.7,12.99,187.0
5099,Soft Carriers,1,4.1,30.49,145.0
5100,Roofing Nails,1,5.0,84.99,3.0
5101,Wheel Locks,1,4.5,39.99,264.0
5102,Boomboxes,1,3.6,25.99,33.0
5103,Baseball Mitts,1,2.0,364.97,1.0
5104,FireWire Port Cards,1,4.2,19.99,141.0
5105,Disposable Napkins,1,4.7,65.49,423.0
5106,Wedding Dresses,1,4.6,179.0,12.0
5107,Choppers & Mincers,1,4.8,5.49,418.0
5108,Mattress Pads & Toppers,1,4.6,25.14,4141.0
5109,Guns,1,4.3,21.59,121.0
5110,Fuse & Perler Beads,1,4.6,14.5,973.0
5111,Toilet Seats,1,4.6,25.69,373.0
5112,Habitats,1,3.1,9.95,464.0
5113,Trains & Train Sets,1,4.3,24.95,362.0
5114,Weed & Moss Control,1,4.3,36.19,1658.0
5115,Fresh Fish,1,4.6,14.98,2270.0
5116,Slow-Pitch Softballs,1,4.7,15.765,783.0
5117,Gear & Sleeve,1,5.0,224.0,1.0
5118,Paracord,1,4.6,9.475,250.0
5119,Reading & Bed Rest Pillows,1,4.1,14.95,66.0
5120,Feminine Hygiene Products,1,4.8,37.08,2536.0
5121,Kids Bathtub Accessories,1,4.0,7.45,308.0
5122,Aircraft Landing Gear,1,4.8,8.99,8.0
5123,Skimmers,1,4.7,10.49,232.0
5124,Game Boy Advance,1,4.5,10.49,140.0
5125,HVAC Condensate Pumps,1,4.3,105.63,22.0
5126,Flatware Sets,1,4.6,30.99,1953.0
5127,Reflectors,1,4.1,12.475,18.0
5128,Coalescing Filter Elements,1,5.0,60.72,1.0
5129,Leveling & Stablilization,1,4.7,29.99,190.0
5130,Upholstery Staplers,1,4.2,60.0,19.0
5131,MP3 & MP4 Players,1,3.7,5.3,1810.0
5132,Optics Mounts,1,4.6,17.2,329.0
5133,Toggle Anchors,1,3.0,8.99,1.0
5134,Bleach,1,4.5,13.99,24.0
5135,ESD Supplies,1,4.6,13.0,6.0
5136,Bird Seed,1,4.5,5.99,562.0
5137,Leather Care,1,4.5,20.68,2390.0
5138,Skimmers & Nets,1,4.3,49.96,257.0
5139,Penis Rings,1,3.9,12.99,142.0
5140,Street & Area Lighting,1,4.7,49.99,20.0
5141,Floor Cord Covers,1,4.2,19.95,341.0
5142,Wipe Holders,1,4.3,2.03,29.0
5143,Fruit Cups,1,4.1,13.5,20.0
5144,Masonry Drill Bits,1,4.5,18.805,397.0
5145,Frame-Mounted Pumps,1,4.4,12.99,62.0
5146,Safety Work Gloves,1,4.7,28.54,298.0
5147,Hand Chain Hoists,1,4.8,172.07,5.0
5148,Handkerchiefs,1,4.6,10.989999999999998,383.0
5149,Bandanas,1,4.4,6.99,46.0
5150,Grinding Mounted Points,1,4.4,6.22,28.0
5151,Cards & Equipment,1,4.7,9.97,2238.0
5152,Baby Nests,1,4.7,54.99,146.0
5153,Clipboards,1,4.7,16.99,130.0
5154,Throttle Emission Controls,1,4.9,35.37,19.0
5155,Post-Workout & Recovery,1,4.4,25.34,16357.0
5156,Trading Cards,1,4.6,7.54,731.0
5157,Recurve Bows,1,4.2,124.99,146.0
5158,Hitch Mounts,1,4.6,16.89,35.0
5159,Tackle Storage Bags & Wraps,1,4.6,21.99,410.0
5160,Hair Cutting Tools,1,4.2,6.99,150.0
5161,Italian,1,4.8,1.86,676.0
5162,Clutches & Parts,1,4.7,19.26,12.0
5163,Cash Bags,1,4.7,24.99,62.0
5164,Jobber Drill Bits,1,4.3,16.49,114.0
5165,Bluetooth Network Adapters,1,4.0,39.99,346.0
5166,Lathes,1,5.0,321.99,2.0
5167,Hub Centric Rings,1,4.7,12.85,155.0
5168,Metering Parts,1,4.2,306.99,10.0
5169,Baby Bath,1,4.4,8.725,74.0
5170,Asparagus,1,4.0,11.99,7.0
5171,Tree Stands,1,3.6,119.89,14.0
5172,Wall Decals,1,4.5,7.0,3.0
5173,Corn & Callus Trimmers,1,4.5,7.85,366.0
5174,Double-Ended,1,4.5,17.99,163.0
5175,Taillights,1,4.5,42.43,419.0
5176,Alarms & Anti-Theft,1,4.3,23.99,68.0
5177,Shopping & Merchandise Bags,1,5.0,17.95,13.0
5178,Walnuts,1,3.4,13.65,5.0
5179,Diving Electronics,1,3.8,599.99,238.0
5180,Windscreens & Pop Filters,1,4.6,7.99,481.0
5181,Carboys,1,4.9,29.27,24.0
5182,Hearing Amplifiers,1,4.1,11.9,113.0
5183,Table Salt,1,4.7,12.89,26.0
5184,Duct Hoses,1,4.4,54.235,42.0
5185,Blenders & Sponges,1,4.7,8.48,240.0
5186,Safety Pilot Kits,1,4.5,99.3,5.0
5187,Tape Libraries,1,3.7,8.42,29.0
5188,Pillow Block Bearings,1,4.6,8.99,3.0
5189,Foot Switches,1,4.6,18.99,110.0
5190,Eggs & Egg Substitutes,1,3.6,9.99,882.0
5191,Salts,1,4.6,73.98,21.0
5192,Sparkling Water,1,4.3,17.315,588.0
5193,Pulley Tools,1,4.4,49.08,77.0
5194,Wire,1,5.0,32.53,2.0
5195,Electric Cellos,1,3.2,419.99,67.0
5196,Cupcake Makers,1,3.6,34.86,15.0
5197,Guides & Rollers,1,4.5,9.41,42.0
5198,3D Printer Extruders,1,4.5,19.75,81.0
5199,Outdoor Carts,1,4.5,99.85,1155.0
5200,Wheelbarrows & Replacement Parts,1,4.5,99.85,1155.0
5201,Kitchen Playsets,1,4.3,19.99,100.0
5202,Slide-In Ranges,1,1.0,24.89,8.0
5203,Shoulder & Chin Rests,1,4.4,26.99,26.0
5204,Erasers,1,4.6,4.99,566.0
5205,Tickets,1,4.7,21.9,60.0
5206,Blush Brushes,1,5.0,16.68,1.0
5207,Safety Gear,1,4.3,5.800000000000001,14.0
5208,Door Control,1,4.2,49.95,98.0
5209,Lift Supports & Struts,1,3.1,34.9,77.0
5210,Answering Devices,1,4.0,38.76,1.0
5211,Surgical Instrument Kits,1,4.2,51.99,5.0
5212,Gift & Apparel Boxes,1,4.7,6.99,746.0
5213,Furnaces,1,4.7,779.7,2.0
5214,Party Mix,1,4.8,34.23,228.0
5215,Boots & Accessories,1,4.1,13.48,3.0
5216,Specialty Paint,1,4.2,123.97,70.0
5217,Naproxen Sodium,1,4.8,14.49,1500.0
5218,Scales,1,3.0,9.95,2.0
5219,Radio Wiring Harnesses,1,4.6,5.48,188.0
5220,Paint Trays,1,4.0,16.99,51.0
5221,Cooking Utensils,1,4.8,10.99,4107.0
5222,Screen Houses & Rooms,1,1.0,75.0,1.0
5223,Motorcycle & Combat,1,4.3,147.47,47.0
5224,Timing Lights,1,3.3,68.94,22.0
5225,Lines,1,4.7,16.49,29.0
5226,Window Hardware,1,4.4,11.99,3099.0
5227,Multipots & Pasta Pots,1,4.1,45.0,3.0
5228,Ring Cutters,1,4.1,23.76,22.0
5229,Desktop Calendars & Supplies,1,5.0,14.99,4.0
5230,Lumber,1,4.6,26.525,29.0
5231,Meal Replacement & Protein Drinks,1,4.6,44.98,4015.0
5232,Bike Horns,1,4.2,12.99,599.0
5233,Ball Transfers,1,4.1,11.99,9.0
5234,Goalposts,1,4.2,14.95,165.0
5235,Wrestling Dummies,1,3.8,379.0,6.0
5236,Tabletop Billiards & Pool,1,4.5,32.37,6.0
5237,Compression Sleeves,1,4.1,6.59,91.0
5238,Rice Cakes,1,4.6,17.2,147.0
5239,Chips & Crackers,1,4.6,17.2,147.0
5240,RV Windshield & Awning Covers,1,5.0,217.0,2.0
5241,Patio Furniture Covers,1,4.8,18.805,1641.0
5242,Teacups,1,5.0,32.99,59.0
5243,Daytime Running Light Modules,1,4.8,15.65,6.0
5244,Drawing & Lettering Aids,1,4.3,12.885,441.0
5245,Disc Guards,1,4.5,26.99,16.0
5246,Bed Tents,1,4.3,94.99,51.0
5247,Footboards,1,2.7,180.22,5.0
5248,Reed Diffuser Sets,1,4.4,48.0,69.0
5249,Mandolines & Slicers,1,4.4,15.99,403.0
5250,Wood Conditioners,1,4.9,19.8,321.0
5251,Waxes & Oils,1,4.9,19.8,321.0
5252,Pins & Fasteners,1,4.7,11.95,12.0
5253,Handheld Flashlights,1,4.8,87.36500000000001,3963.0
5254,Sleep Sound Machines,1,3.8,14.42,750.0
5255,Poms,1,3.8,29.99,29.0
5256,Bean Bags & Footbags,1,4.5,13.99,795.0
5257,Wiring Harnesses,1,4.1,59.99,89.0
5258,Guest & Reception Chairs,1,4.0,149.49,16.0
5259,Anesthesia Syringes & Needles,1,3.0,15.99,3.0
5260,Tom-Tom Drumheads,1,4.5,25.24,5.0
5261,Percolators,1,4.3,60.99,1323.0
5262,Dry Soup Mixes,1,4.3,12.99,74.0
5263,Job Site Lighting,1,4.8,32.99,902.0
5264,Tag Fasteners & Bag Seals,1,4.5,5.25,29.0
5265,Air Temperature,1,5.0,16.51,1.0
5266,Livestock Health Supplies,1,4.5,49.95,27.0
5267,Game Boy Color,1,4.6,49.99,42.0
5268,Sharps,1,4.2,18.99,4.0
5269,Chamfer,1,4.0,33.0,1.0
5270,Turbidity Meters,1,4.4,13.9,52.0
5271,Professional Apparel,1,4.5,103.345,3615.0
5272,Brazil Nuts,1,4.6,25.950000000000003,2000.0
5273,Mosaic Making,1,4.7,8.49,1057.0
5274,Cross-Stitch,1,4.8,4.33,51.0
5275,Tumbas,1,4.5,166.0,2.0
5276,Charts & Posters,1,4.7,56.69,13.0
5277,Industrial Process Filtration,1,4.4,14.48,44.0
5278,Sexual Enhancers,1,3.9,39.95,19.0
5279,Platters,1,4.7,25.15,142.0
5280,Flatware Organizers,1,4.7,22.405,681.0
5281,Toilet Accessories,1,4.1,9.97,1024.0
5282,Training Pants,1,4.5,18.785,106.0
5283,Side Tables,1,4.0,106.525,95.0
5284,Utility Hooks,1,4.7,9.99,740.0
5285,Drying Mitts,1,3.9,7.95,20.0
5286,Air Purifier Parts & Accessories,1,4.6,451.34,1969.0
5287,Wooden Colored Pencils,1,4.5,33.99,1100.0
5288,Pillowcases,1,4.5,9.95,5552.0
5289,Dressing Aids,1,4.2,16.85,65.0
5290,Pizza Pans & Stones,1,5.0,34.465,4.0
5291,Fire Tables,1,4.5,168.0,297.0
5292,Systems & Kits,1,5.0,159.95,5.0
5293,Fruit Knives,1,4.0,61.900000000000006,235.0
5294,Ice Buckets,1,4.6,10.95,89.0
5295,Trail,1,4.6,129.685,41.0
5296,Storage & Presentation Materials,1,4.6,13.38,1090.0
5297,Solar Chargers,1,3.8,19.99,196.0
5298,OD Grinding Wheels,1,4.8,40.0,9.0
5299,Green Coffee Bean Extract,1,3.7,16.95,106.0
5300,Network Antennas,1,3.9,9.95,128.0
5301,Gift Sets,1,4.6,3.4,1964.0
5302,Treadmill Belts,1,4.6,89.99,6.0
5303,Foot & Hand Care,1,4.1,23.96,6713.0
5304,Party Favors,1,4.4,21.99,238.0
5305,Soybean,1,3.3,23.99,8.0
5306,Toners & Astringents,1,4.5,14.0,1396.0
5307,Speaker Cables,1,4.8,41.99,1026.0
5308,EGR Valve Vacuum Solenoids,1,4.5,14.95,90.0
5309,Foot & Nail Care,1,3.6,6.99,20.0
5310,Hair Dryer Stands,1,4.5,1.3,1235.0
5311,Manganese,1,3.8,6.99,13.0
5312,Rain Barrels & Accessories,1,4.5,194.94,18.0
5313,Hairball Remedy Pastes & Gels,1,3.7,11.99,19.0
5314,Bridles,1,4.5,6.355,104.0
5315,Grill Stands & Shelves,1,3.2,99.99,19.0
5316,Compound Microscopes,1,4.6,225.0,3.0
5317,Childrens,1,4.6,31.55,9.0
5318,Line & Fittings,1,4.9,50.455,44.0
5319,Biscuit & Plate Joiners,1,4.1,18.93,9.0
5320,Welding Gloves,1,4.4,19.73,136.0
5321,Disinfectant Sprays & Solutions,1,4.5,39.25,48.0
5322,Stud Finders,1,4.6,14.42,19122.0
5323,B1 (Thiamine),1,4.5,15.99,195.0
5324,Unlocked Cell Phones,1,3.0,684.95,2.0
5325,Hazard Warning,1,4.4,11.97,5.0
5326,Pressure Gauges,1,4.7,9.95,368.0
5327,Serological Pipettes,1,5.0,16.99,1.0
5328,Deep Conditioners,1,4.3,9.77,128.0
5329,Baking Chocolates,1,4.4,18.53,90.0
5330,Mushrooms,1,3.6,12.48,6.0
5331,End Tables,1,4.6,54.16,2559.0
5332,Face Masks & Shields,1,4.6,14.77,163.0
5333,Morel,1,5.0,36.9,4.0
5334,Appliance Cords,1,5.0,26.53,2.0
5335,Table & Chair Sets,1,5.0,49.49,1.0
5336,Candlestick Holders,1,4.2,21.265,9.0
5337,Blasters & Foam Play,1,4.5,42.49,679.0
5338,Master Cylinders & Parts,1,5.0,105.49,1.0
5339,Amplifier Installation,1,4.8,59.99,384.0
5340,Rearsets,1,2.8,125.99,8.0
5341,File Compression & Decompression,1,3.5,39.99,13.0
5342,Carob & Cocoa,1,4.4,18.53,90.0
5343,Racquetballs,1,5.0,24.99,1.0
5344,Thermostat Controllers,1,5.0,11.82,1.0
5345,Fuel Tank Valve,1,4.4,14.99,28.0
5346,Potatoes & Yams,1,4.2,13.25,810.0
5347,Glass,1,4.1,5.63,6.0
5348,Wire Cutters,1,4.7,9.98,293.0
5349,Pressure Washer Parts & Accessories,1,4.2,16.99,642.0
5350,Fly Tying Equipment,1,4.6,11.99,195.0
5351,Fishing Tools & Accessories,1,4.6,11.99,195.0
5352,Luggage,1,5.0,39.99,1.0
5353,Donut Pans,1,4.6,7.99,495.0
5354,Balcony Privacy & Protective Screens,1,4.4,24.99,61.0
5355,Card Making Kits,1,5.0,12.89,12.0
5356,Paperweights,1,3.6,13.09,10.0
5357,Specialty Metals,1,5.0,10.0,3.0
5358,Built-in Cabinetry,1,4.6,13.989999999999998,3.0
5359,Dumbbells,1,4.5,22.41,664.0
5360,Prints & Posters,1,4.5,45.49,3.0
5361,Extension Cords,1,4.8,42.985,2058.0
5362,Relief & Block Printing Materials,1,4.6,8.49,285.0
5363,Dishes & Utensils,1,4.7,17.64,612.0
5364,Lab Cleaning Brushes,1,4.5,12.99,10.0
5365,Foot Creams & Lotions,1,4.8,21.19,222.0
5366,Multifunction,1,4.5,103.99,42.0
5367,Flutes & Piccolos,1,4.2,9.15,39.0
5368,Cam & Lifter Kits,1,3.2,17.29,11.0
5369,Sound Therapy,1,4.4,59.92,1253.0
5370,Pressure Probes & Sensors,1,4.7,19.95,6.0
5371,Shift,1,4.2,18.77,26.0
5372,Compression Socks,1,4.4,14.989999999999998,328.0
5373,Joint Sealants,1,5.0,17.46,2.0
5374,Spade,1,4.8,9.99,12.0
5375,Volumetric Pipettes,1,5.0,43.93,1.0
5376,Counted Kits,1,4.5,30.22,36.0
5377,Drum Brake,1,4.4,35.85,15.0
5378,Shovels & Trowels,1,4.4,22.54,80.0
5379,Dental Dams,1,3.6,16.89,15.0
5380,Bite Blocks,1,3.2,15.98,43.0
5381,Bolt Cutters,1,4.8,53.61,596.0
5382,Pasta Forks,1,5.0,12.49,6.0
5383,Syrups,1,4.7,31.99,1825.0
5384,Sugars & Sweeteners,1,4.7,31.99,1825.0
5385,Casual & Dress Socks,1,4.8,11.4,754.0
5386,Respirator Parts,1,5.0,16.49,3.0
5387,Mobile Flashes & Selfie Lights,1,4.3,21.99,984.0
5388,Wireless Multiroom Systems,1,3.9,119.0,71.0
5389,Mail Bags & Transit Sacks,1,4.7,21.99,189.0
5390,Packaging Labels & Tags,1,4.6,16.08,113.0
5391,Steering Equipment,1,4.7,19.81,46.0
5392,Weatherproofing,1,4.5,8.965,751.0
5393,Scribers,1,4.5,6.99,76.0
5394,Evaporation & Drying Equipment,1,4.8,12.99,22.0
5395,Gas Grills,1,4.5,104.89,281.0
5396,Belt & Chain Tensioners,1,5.0,25.82,5.0
5397,Adults Paint-By-Number Kits,1,4.4,16.99,133.0
5398,Bedding Sets & Collections,1,4.8,54.85,504.0
5399,Insect & Pest Repellents,1,3.3,20.99,105.0
5400,MP3 Player Cables & Adapters,1,4.7,19.99,6.0
5401,Kamas,1,4.1,27.84,41.0
5402,Egg Slicers,1,2.8,5.95,13.0
5403,Car Travel Accessories,1,4.6,71.81,1340.0
5404,Clothing & Shoes,1,4.4,15.79,549.0
5405,Transmissions & Differentials,1,4.5,8.0,154.0
5406,Indoor Thermometers,1,4.5,13.99,28.0
5407,Bathroom Furniture,1,4.4,7.4,7421.0
5408,Rinse-Free Wipes,1,4.5,72.99,392.0
5409,Clocks & Watches,1,3.5,25.99,453.0
5410,Push & Pull Toys,1,4.9,26.515,2063.0
5411,Crankshaft Position,1,4.3,52.78,26.0
5412,Parking Light Assemblies,1,5.0,12.49,2.0
5413,Flameless Candles,1,4.4,26.99,1033.0
5414,Snare Drum Wire,1,5.0,7.99,5.0
5415,Idler Bearing,1,5.0,14.79,1.0
5416,Ear,1,4.8,19.99,28.0
5417,Bass Guitar Parts,1,4.8,61.93,136.0
5418,Toolroom Grinding Wheels,1,4.4,7.29,3.0
5419,Suction Devices,1,5.0,33.73,1.0
5420,Rack Accessories,1,4.8,59.99,62.0
5421,Gas Caps,1,5.0,10.5,1.0
5422,Roll Bars & Cages,1,5.0,70.99,1.0
5423,IR Illuminators,1,3.7,35.99,6.0
5424,Recliners,1,4.0,89.99,20.0
5425,Hazelnuts,1,4.0,29.99,103.0
5426,Nursing,1,4.5,17.99,165.0
5427,Brake System Bleeding Tools,1,4.2,20.99,22.0
5428,Filament Tape,1,4.4,12.49,48.0
5429,False Nails & Accessories,1,4.7,17.85,5323.0
5430,Transceivers,1,3.0,19.16,1.0
5431,Bustiers & Corsets,1,5.0,36.66,2.0
5432,Cleats & Chocks,1,4.4,10.5,130.0
5433,Dehumidifier Parts & Accessories,1,5.0,7.99,2.0
5434,Hydration Packs & Bladders,1,4.4,99.035,10.0
5435,Brake Quiet,1,4.7,18.04,43.0
5436,Wall & Tabletop Frames,1,4.7,24.35,1160.0
5437,Wood Drill Bit Sets,1,4.5,19.07,15.0
5438,Marine GPS Chartplotters,1,4.1,134.69,109.0
5439,Sunflower,1,4.2,31.0,95.0
5440,Oregano,1,4.9,25.37,12.0
5441,C,1,4.7,20.49,21.0
5442,Power and Ground Cable,1,4.6,15.29,56.0
5443,Denture Care,1,3.9,54.95,269.0
5444,Bun & Crown Shapers,1,3.2,6.99,260.0
5445,Cards & Card Stock,1,4.5,5.4350000000000005,9.0
5446,Lightweight Jackets,1,4.2,85.075,3.0
5447,Artichoke,1,4.4,186.45,4.0
5448,SIM Cards,1,2.9,39.99,146.0
5449,Educational Charts & Posters,1,5.0,12.95,1.0
5450,Top Tab Classification Folders,1,4.4,33.89,21.0
5451,Hood Vents,1,4.4,43.99,45.0
5452,Fender Flares,1,4.4,48.49,105.0
5453,Magnetic Field Therapy,1,4.4,17.99,862.0
5454,Collagen,1,4.4,22.835,680.0
5455,Macaron Baking Mats & Pans,1,4.2,22.25,45.0
5456,Bongos,1,4.6,32.98,15.0
5457,Classroom Furniture,1,3.9,17.99,58.0
5458,Phono Preamps,1,3.3,7.68,2.0
5459,Storage & Organizers,1,4.8,22.96,7.0
5460,LCD Touch Panels,1,1.0,610.0,1.0
5461,Beaded Trim,1,4.7,9.99,136.0
5462,Latex Caulk,1,4.8,69.95,9.0
5463,Wasabi,1,5.0,14.95,4.0
5464,Cages,1,3.9,95.99,120.0
5465,Pens,1,5.0,38.5,1.0
5466,Pita,1,4.4,7.375,16.0
5467,Carafes & Pitchers,1,4.6,19.99,1027.0
5468,Tea Storage Chests,1,4.7,22.99,150.0
5469,Rain Barrels,1,3.9,189.99,88.0
5470,Essential Oil Sets,1,4.3,8.99,124.0
5471,Converters,1,4.0,56.0,8.0
5472,Wall Stickers & Murals,1,4.4,10.01,359.0
5473,Duct Tape,1,4.6,74.7,525.0
5474,Spades,1,4.4,22.54,80.0
5475,Standard Game Dice,1,4.7,9.49,54.0
5476,Project Folders,1,3.4,12.99,204.0
5477,Hot Sauce,1,4.4,14.81,36.0
5478,Sweepers & Accessories,1,3.8,20.45,296.0
5479,Secondary Containment Equipment,1,5.0,64.395,2.0
5480,Pumps & Circulation,1,3.8,15.69,1180.0
5481,Jigsaw Puzzles,1,4.7,20.99,956.0
5482,Slatwalls & Fixtures,1,4.4,23.71,35.0
5483,Stabilizers & Dampeners,1,5.0,65.99,1.0
5484,Martini,1,4.6,38.98,74.0
5485,Eau Fraiche,1,3.7,58.0,4.0
5486,Futon Slipcovers,1,4.2,68.0,57.0
5487,Balms & Moisturizers,1,4.7,12.45,736.0
5488,Shrink Wrap,1,4.6,17.99,367.0
5489,Flywheel & Parts,1,3.8,338.69,12.0
5490,Interfaces,1,4.5,6.565,33.0
5491,Electrostatic Air Purifiers,1,3.0,16.79,2.0
5492,Catalytic Converters,1,4.7,83.99,30.0
5493,Eye Care,1,4.5,7.99,254.0
5494,Enclosures,1,4.2,72.98,17.0
5495,Clutch Cycle,1,5.0,10.6,2.0
5496,Pastel Paper,1,4.4,32.64,34.0
5497,Bathroom Sets,1,3.8,13.99,49.0
5498,Neutral Safety Back-Up,1,5.0,14.77,4.0
5499,Tapered Knobs,1,3.0,15.36,2.0
5500,Weighing Dishes,1,4.8,2.25,6.0
5501,Batting Gloves,1,4.3,17.99,78.0
5502,Matting & Sleeving,1,4.3,20.47,24.0
5503,Heat Wrap,1,4.3,20.47,24.0
5504,Tagliatelle,1,4.3,34.99,20.0
5505,Eye,1,4.3,7.689999999999999,2987.0
5506,Ferrule Fittings,1,2.9,7.99,2.0
5507,Car Rack Accessories,1,4.5,84.80999999999999,819.0
5508,BMX,1,3.8,58.68,14.0
5509,Herbals,1,3.9,30.99,12.0
5510,Growlers,1,4.2,28.97,638.0
5511,Radiator,1,4.3,7.99,42.0
5512,Threading Dies,1,4.9,7.74,11.0
5513,Silicon,1,4.6,20.77,44.0
5514,Pappardelle,1,4.5,15.78,5.0
5515,Decorating Tools,1,4.7,9.85,684.0
5516,Herring,1,4.5,6.79,53.0
5517,Stationery,1,3.7,11.99,59.0
5518,Weighted Blankets,1,4.5,34.0,582.0
5519,Consumables,1,4.8,14.86,53.0
5520,Sponges & Dispensers,1,4.8,14.86,53.0
5521,Mailbox Hardware,1,5.0,28.47,2.0
5522,Mailboxes & Accessories,1,5.0,28.47,2.0
5523,Storage Crates,1,5.0,57.47,1.0
5524,Natural Gas Space Heaters,1,4.1,127.27,38.0
5525,Fabric Adhesives,1,4.1,19.99,522.0
5526,Exercise Bands,1,4.3,21.24,10547.0
5527,Diaper Pails & Refills,1,4.8,12.99,619.0
5528,Full Car Covers,1,4.8,148.98,8.0
5529,Shaved Ice Machines,1,4.6,239.99,61.0
5530,Storage Benches,1,4.6,81.99,214.0
5531,Window Molding & Trim,1,5.0,34.73,1.0
5532,Parts Kits,1,5.0,13.29,1.0
5533,Slow-Pitch Softball Bats,1,4.5,69.99,48.0
5534,Plant Germination Equipment,1,4.3,11.99,966.0
5535,Greeting Cards,1,4.9,9.99,2451.0
5536,Loading Dock Bumpers,1,5.0,33.365,1.0
5537,Candelabras,1,4.0,11.99,1.0
5538,Backpacking Packs,1,4.7,36.49,1282.0
5539,Savory,1,4.6,10.99,40.0
5540,Electric Toothbrushes,1,4.6,19.49,621.0
5541,Vanity Sink Tops,1,5.0,114.99,3.0
5542,Decorative Stones,1,4.7,24.99,177.0
5543,Wine Accessory Sets,1,4.8,29.49,385.0
5544,Travel Tins,1,3.9,20.47,18.0
5545,& Saucers,1,4.8,23.49,1226.0
5546,Mugs,1,4.8,23.49,1226.0
5547,Washers,1,4.2,29.99,19.0
5548,Retractable Leashes,1,4.1,12.99,149.0
5549,Martingales,1,5.0,94.49,1.0
5550,Chocolate & Hazelnut Spreads,1,3.9,58.955,49.0
5551,Compressors & Parts,1,4.5,266.95,1032.0
5552,Spill Response Kits,1,4.6,14.99,13.0
5553,Heavy Bags,1,4.5,174.99,1249.0
5554,Fortune,1,4.0,17.0,3.0
5555,Jackets & Hoodies,1,3.7,25.98,6.0
5556,Eye Wash Units,1,3.9,41.92,25.0
5557,Pasta Molds & Stamps,1,4.0,15.99,300.0
5558,Coconut Shortening,1,4.3,37.32,1586.0
5559,Engine Management Systems,1,3.4,89.95,6.0
5560,Handlebar Tape,1,4.4,35.629999999999995,409.0
5561,T-Bone,1,3.6,59.71,93.0
5562,Metalworking & Multipurpose Drill Bits,1,4.4,11.99,63.0
5563,Oil Pressure Tools,1,4.7,14.99,2251.0
5564,Tackle Boxes & Trays,1,4.7,4.96,914.0
5565,Iced Beverage Dispensers,1,4.0,11.72,7.0
5566,Sumac,1,4.7,10.99,74.0
5567,Bookshelf Albums,1,4.6,63.99,288.0
5568,Navigation & Electronics,1,4.4,27.26,240.0
5569,Engine Blocks,1,5.0,60.79,1.0
5570,Garbage Disposals & Parts,1,3.9,7.49,221.0
5571,Knife Blocks,1,4.9,47.425,24.0
5572,Toilet Cleaners,1,4.5,3.28,1937.0
5573,Intake Valves,1,4.5,27.49,25.0
5574,Bingo Chips,1,4.7,7.99,240.0
5575,Tie-Downs,1,4.8,27.95,416.0
5576,Shock Springs,1,4.8,9.95,7.0
5577,Rack & Pinion,1,4.3,44.67,10.0
